Timestamp_Dly	Dom_Wind_Direction_Dly	ENV__Dur_(Hrs)_Dly	Outside_Temp_(°F)_Dly-Ave	Wind_Chill_(°F)_Dly-Ave	Heat_Index_(°F)_Dly-Ave	Dew_Point_(°F)_Dly-Ave	Outside_Humidity_(%)_Dly-Ave	Wind_Speed_(mph)_Dly-Ave	Rain_Rate_(in/hr)_Dly-Ave	Barometer_(inHg)_Dly-Ave	Solar_Radiance_(W/m2)_Dly-Ave	Gr_Roof_Temp_(°F)_Dly-Ave	Wh_Roof_Temp_(°F)_Dly-Ave	Outside_Temp_(°F)_Dly-Min	Wind_Chill_(°F)_Dly-Min	Heat_Index_(°F)_Dly-Min	Dew_Point_(°F)_Dly-Min	Outside_Humidity_(%)_Dly-Min	Wind_Speed_(mph)_Dly-Min	Rain_Rate_(in/hr)_Dly-Min	Barometer_(inHg)_Dly-Min	Solar_Radiance_(W/m2)_Dly-Min	Gr_Roof_Temp_(°F)_Dly-Min	Wh_Roof_Temp_(°F)_Dly-Min	Outside_Temp_(°F)_Dly-Max	Wind_Chill_(°F)_Dly-Max	Heat_Index_(°F)_Dly-Max	Dew_Point_(°F)_Dly-Max	Outside_Humidity_(%)_Dly-Max	Wind_Speed_(mph)_Dly-Max	Rain_Rate_(in/hr)_Dly-Max	Barometer_(inHg)_Dly-Max	Solar_Radiance_(W/m2)_Dly-Max	Gr_Roof_Temp_(°F)_Dly-Max	Wh_Roof_Temp_(°F)_Dly-Max
12:00:00.000 AM 12/16/2016	SE	22.898607	10.794905	6.487472	10.638348	5.663955	79.676542	2.785223	0.000000	30.258786	36.501729	31.483963	23.133277	15.057831	7.019583	14.757831	6.428796	68.131603	1.082569	0.000000	29.862028	0.000000	31.446710	23.835480	16.398917	13.784904	16.272167	12.931441	89.105833	6.385833	0.000000	30.113911	13.851715	31.479342	25.280358
12:00:00.000 AM 12/17/2016	S	23.999722	22.334621	19.244435	22.234621	20.203564	91.379649	2.519465	0.000000	29.673061	19.751415	31.499953	27.464969	16.262302	8.225750	16.162302	13.844924	89.171810	0.000000	0.000000	29.628335	0.000000	31.419295	25.345981	25.169141	24.985000	25.069141	23.430104	93.000000	7.130000	0.000000	29.794634	91.430000	31.627746	29.277166
12:00:00.000 AM 12/18/2016	NW	24.000278	18.204869	11.403882	17.959904	11.912445	76.416968	5.398111	0.000000	30.179653	78.209300	31.593222	29.284923	11.832917	6.145417	11.632917	6.836037	62.794167	0.281667	0.000000	29.698635	0.000000	31.473513	29.076192	21.511426	16.720833	21.359550	18.370730	88.000000	10.513761	0.000000	30.571980	359.095833	31.645147	29.312784
12:00:00.000 AM 12/19/2016	WNW	24.000000	8.153271	3.628747	7.957466	1.547348	74.512814	2.898597	0.000000	30.627057	81.123976	31.115080	26.600699	2.113000	-2.224083	1.913000	-5.214044	58.182500	0.000000	0.000000	30.517770	0.000000	30.823566	24.889154	15.898000	9.632110	15.544917	6.407671	85.085833	6.965833	0.000000	30.704360	359.253333	31.449233	29.158176
12:00:00.000 AM 12/20/2016	SSW	24.000278	16.978948	9.745093	16.643336	8.929442	70.803827	5.903285	0.000000	30.230236	69.845013	30.036708	22.545931	2.800250	-1.876397	2.600250	-4.908542	57.575000	1.984167	0.000000	30.063332	0.000000	29.695793	21.268110	29.610092	23.440284	28.910092	16.519693	82.180000	11.613333	0.000000	30.495992	348.703333	30.766723	24.490128
12:00:00.000 AM 12/21/2016	SSW	21.918155	24.732245	20.695175	24.517126	20.472228	83.619643	3.551352	0.000000	30.038487	24.129815	29.428670	23.203876	26.653128	22.071667	26.353128	21.409242	80.330916	2.543333	0.000000	29.843035	0.000000	29.351113	23.466973	30.973750	27.526833	30.773751	26.990700	85.000000	5.502500	0.000000	30.021736	14.677244	29.783753	25.796524
12:00:00.000 AM 12/22/2016	NA	6.000556	32.439672	28.180233	32.172052	27.863566	83.060008	4.809835	0.000000	29.872122	0.000000	29.995972	26.677510	30.252000	26.978583	30.052000	26.246930	80.862500	3.465833	0.000000	29.833187	0.000000	29.849575	26.097196	33.644417	29.421416	33.303500	29.023878	84.867500	6.881667	0.000000	29.917229	0.000000	30.135304	27.208911
12:00:00.000 AM 12/22/2016	NA	6.000556	32.439672	28.180233	32.172052	27.863566	83.060008	4.809835	0.000000	29.872122	0.000000	29.995972	26.677510	30.252000	26.978583	30.052000	26.246930	80.862500	3.465833	0.000000	29.833187	0.000000	29.849575	26.097196	33.644417	29.421416	33.303500	29.023878	84.867500	6.881667	0.000000	29.917229	0.000000	30.135304	27.208911
12:00:00.000 AM 12/30/2016	W	11.978785	27.937464	22.562147	27.488626	20.184943	72.536733	5.507374	0.000000	29.884840	46.150132	31.831400	24.189786	26.465333	20.752340	26.065333	19.247910	66.383333	1.528333	0.000000	29.850205	0.000000	31.781424	18.856428	29.564084	25.026667	29.038167	21.848640	82.449167	8.665000	0.000000	29.905792	199.690213	31.871694	30.459956
12:00:00.000 AM 12/31/2016	SW	23.999444	34.838642	28.828321	34.271210	25.441748	68.873624	8.024414	0.000000	29.622330	61.216426	31.809920	31.845489	26.262833	18.794583	26.062833	22.052906	55.119266	3.180150	0.000000	29.500583	0.000000	31.706509	17.537960	44.449791	38.612510	43.461968	29.457612	85.000000	11.473333	0.000000	29.831031	331.227500	31.887240	55.159341
12:00:00.000 AM 1/1/2017	SSE	24.000000	30.053549	28.663825	29.656609	23.362494	76.477844	1.664085	0.000000	30.069257	82.116857	31.659564	20.862650	22.964250	21.607417	22.764250	19.415181	60.176667	0.000000	0.000000	29.865311	0.000000	31.307026	4.828783	39.366666	36.551333	38.566667	27.921432	86.252500	5.409167	0.000000	30.186343	350.886667	31.888169	53.993963
12:00:00.000 AM 1/2/2017	E	24.000278	33.082984	32.662866	32.902143	29.432470	86.499479	0.696243	0.013763	30.084556	40.092304	31.383203	27.656227	26.329083	26.323750	26.129083	22.784754	76.686667	0.011667	0.000000	29.906348	0.000000	30.593351	8.569626	39.379834	38.946583	38.979834	35.201493	95.000000	2.024167	0.188275	30.173469	201.951667	31.839671	46.685758
12:00:00.000 AM 1/3/2017	NW	23.999722	38.280199	36.031324	38.317975	37.329976	96.335915	3.331400	0.009544	29.653295	23.631650	31.891473	37.307470	35.783737	28.909008	35.783737	34.710035	95.000000	0.043333	0.000000	29.552391	0.000000	31.842843	33.049576	42.227333	39.789250	42.386250	41.437539	97.000000	10.245833	0.157990	29.871048	121.252500	31.925243	45.866294
12:00:00.000 AM 1/4/2017	WNW	24.000556	22.218144	11.839587	21.982957	16.486029	78.417509	10.259367	0.000000	29.718093	39.918742	31.843456	19.386057	16.611917	5.766583	16.411917	10.546516	68.829167	7.673333	0.000000	29.566973	0.000000	31.452681	12.307155	34.893250	28.520000	34.893250	33.607127	95.000000	13.005000	0.000000	29.850546	220.727500	31.920609	32.079347
12:00:00.000 AM 1/5/2017	W	23.999722	13.758723	6.316454	13.556324	7.928594	77.339144	5.075636	0.000000	29.906877	35.445826	30.307318	10.964911	9.626917	2.320333	9.526917	4.441501	65.974167	2.130833	0.000000	29.860109	0.000000	28.064422	1.588885	16.549458	10.123833	16.349458	11.427602	85.000000	7.307500	0.000000	29.987618	159.202500	31.372554	18.864191
12:00:00.000 AM 1/6/2017	W	24.000278	8.981390	3.860029	8.831640	3.586903	78.602792	3.163425	0.000000	30.138407	42.894465	23.434501	7.251500	4.841417	0.596333	4.741417	1.164141	65.814167	0.038333	0.000000	29.977871	0.000000	16.321852	-4.488641	11.155750	6.436614	10.855750	6.013906	85.983333	6.450000	0.000000	30.320830	241.418333	27.933804	19.510409
12:00:00.000 AM 1/7/2017	W	23.999722	8.627834	0.435922	8.484092	3.345466	78.800701	5.170996	0.000000	30.362695	42.482532	13.302831	5.754573	2.350333	-5.809000	2.250333	-2.537965	68.746667	2.436197	0.000000	30.320310	0.000000	9.199204	-7.709196	13.393500	5.499583	13.115750	8.625298	84.807500	8.460384	0.000000	30.402278	178.135000	16.146466	19.009762
12:00:00.000 AM 1/8/2017	NW	24.000278	10.887946	3.257418	10.673666	3.854430	73.016218	4.921725	0.000000	30.548574	65.623212	14.209754	6.830837	5.512427	-4.663000	5.412427	0.453223	62.897500	0.811667	0.000000	30.411239	0.000000	10.958009	-4.109665	15.106750	12.611917	14.780167	8.456066	80.000000	8.087500	0.000000	30.613805	338.924167	16.760523	18.971587
12:00:00.000 AM 1/9/2017	SSE	23.999722	20.807407	13.775535	20.508657	13.662316	73.591679	5.592096	0.000000	30.328740	60.481317	20.501855	18.218077	13.145500	4.709091	12.945500	7.286848	67.685833	3.011667	0.000000	30.188147	0.000000	16.443078	9.559690	26.925250	23.734833	26.525250	20.816278	80.305000	7.319167	0.000000	30.514329	297.532110	25.275742	29.556772
12:00:00.000 AM 1/10/2017	SSE	24.000000	34.270965	27.108501	34.232609	32.586644	93.566051	9.783616	0.019071	29.718620	7.026705	28.673789	29.150214	25.305254	19.273417	25.185572	22.461475	80.718333	4.783153	0.000000	29.362386	0.000000	25.455958	22.913215	45.472834	39.821417	45.725750	44.124418	96.908333	14.878333	0.108508	30.155520	32.282500	31.885083	40.115275
12:00:00.000 AM 1/11/2017	SSE	23.999722	37.174458	33.094537	37.096805	33.808078	87.542853	5.587061	0.010429	29.818203	32.916898	31.919302	33.353730	27.522750	23.039449	27.322750	23.383685	79.842500	0.912500	0.000000	29.571064	0.000000	31.898881	17.049959	53.751167	50.171417	54.086083	53.125418	97.733333	11.994996	0.071708	29.979040	176.155833	31.953138	51.145812
12:00:00.000 AM 1/12/2017	NW	24.000278	34.128636	33.014460	34.078813	32.463689	93.533720	1.919607	0.016721	29.915318	18.334734	31.951496	31.770665	26.793500	26.793500	26.593500	23.349277	86.659167	0.000000	0.000000	29.576464	0.000000	31.928220	18.117778	54.718933	52.481917	55.018932	53.884666	97.000000	9.618015	0.256142	30.308072	134.204167	31.974787	51.878227
12:00:00.000 AM 1/13/2017	NW	23.999722	21.423174	21.139156	21.146848	15.276728	76.908005	0.281438	0.000000	30.619266	76.368050	31.865574	18.583220	17.060083	17.060083	16.860083	11.906542	70.872394	0.000000	0.000000	30.330696	0.000000	31.632236	6.994767	25.343203	25.343203	25.143203	21.777947	86.133445	1.798333	0.000000	30.720122	396.846667	31.964692	39.414830
12:00:00.000 AM 1/14/2017	E	24.000556	24.590335	23.986877	24.302591	19.163433	79.862585	0.702528	0.000000	30.452399	35.907175	31.526441	20.339696	19.736334	19.736334	19.536333	15.182860	64.320833	0.000000	0.000000	30.346796	0.000000	30.999357	8.405263	30.996667	30.223102	30.396667	21.943282	86.000000	2.167500	0.000000	30.634548	148.865833	31.872187	38.321020
12:00:00.000 AM 1/15/2017	NW	23.999722	24.709526	23.357430	24.505866	20.764939	84.933391	1.330960	0.000000	30.356406	65.990102	29.488491	15.750759	17.174083	17.084737	17.074083	14.565305	76.375833	0.000000	0.000000	30.313534	0.000000	27.315827	-0.318591	31.772166	29.637250	31.372167	25.186672	91.972477	3.493333	0.000000	30.402474	265.030833	31.238061	39.755942
12:00:00.000 AM 1/16/2017	SSW	23.999722	27.391804	27.059024	27.273995	25.181189	91.276124	0.455114	0.007184	30.227700	20.966209	26.728972	22.064583	20.219333	20.219333	20.119333	17.566622	88.000000	0.000000	0.000000	30.040743	0.000000	21.212933	0.556624	32.406672	32.348958	32.206671	30.191752	95.000000	2.510000	0.085054	30.310060	110.440833	31.752765	33.993162
12:00:00.000 AM 1/17/2017	ESE	24.000278	36.374397	34.756429	36.387037	35.424830	96.300309	2.519707	0.010714	29.808958	20.028302	31.907629	35.312099	30.690584	29.873500	30.590583	29.428797	95.000000	0.000000	0.000000	29.704392	0.000000	31.800048	29.230914	45.122917	43.463386	45.422917	44.592369	98.000000	6.519167	0.210167	30.016934	117.488333	31.950836	46.735523
12:00:00.000 AM 1/18/2017	W	24.000278	36.100625	32.255777	36.059162	34.513774	93.927215	4.908359	0.000000	29.966871	27.007327	31.952023	34.848736	32.918334	28.281917	32.818333	31.381437	89.467500	3.505000	0.000000	29.856133	0.000000	31.937059	30.498068	39.362500	37.100000	39.262500	36.566442	96.000000	6.130833	0.000000	30.020693	134.562500	31.966868	43.559322
12:00:00.000 AM 1/19/2017	SSE	23.999722	33.673316	31.716259	33.546378	31.367346	91.224337	2.369947	0.000000	29.953305	66.132866	31.962791	34.646270	31.508000	26.693161	31.408000	29.740483	83.389491	0.055833	0.000000	29.833118	0.000000	31.948633	28.818816	38.798666	36.194662	38.595830	34.194051	94.519167	5.678899	0.000000	30.019952	341.851543	31.972389	58.985719
12:00:00.000 AM 1/20/2017	SE	24.000278	35.715388	35.349045	35.717753	34.882489	96.740589	0.568065	0.004944	29.656737	17.689158	31.987222	34.676985	31.946167	30.854833	31.846166	30.935788	95.000000	0.004167	0.000000	29.589170	0.000000	31.960866	29.816555	40.888083	40.718167	41.088083	40.367401	98.000000	1.394167	0.054433	29.791704	83.907500	32.040770	39.165615
12:00:00.000 AM 1/21/2017	SSE	23.999444	47.040045	46.686359	47.313968	46.028098	96.355444	1.682931	0.000000	29.592989	62.393124	33.124256	45.375082	40.095666	40.095666	40.295667	39.576819	87.622500	0.000000	0.000000	29.522986	0.000000	32.046329	34.113017	57.445583	56.461917	57.468750	54.309335	99.000000	5.697500	0.000000	29.683325	283.241034	34.832104	62.307063
12:00:00.000 AM 1/22/2017	SSE	24.000278	45.490624	45.423346	45.840851	44.846024	97.577282	0.348647	0.000000	29.537599	44.903983	38.989210	44.840754	40.527084	40.527084	40.627083	39.743249	96.746667	0.000000	0.000000	29.505802	0.000000	33.026802	36.338782	49.103333	49.007500	49.693250	48.563427	98.000000	2.223333	0.000000	29.570219	210.460000	46.732308	57.173721
12:00:00.000 AM 1/23/2017	NE	24.000278	41.723351	41.484453	41.918628	41.149291	97.805320	0.651132	0.001786	29.588812	21.703639	46.782097	40.684261	40.197084	40.082084	40.397085	39.678002	97.000000	0.029167	0.000000	29.536524	0.000000	45.668105	37.867400	45.583986	45.578065	45.883987	45.052359	98.000000	1.816667	0.040383	29.645149	139.594167	48.090674	46.199130
12:00:00.000 AM 1/24/2017	NW	24.000000	37.993218	35.369978	37.984939	36.461440	94.199021	3.725101	0.000471	29.696222	19.847305	42.400566	35.748491	36.443000	31.216083	36.343001	34.012027	87.395833	0.000000	0.000000	29.635356	0.000000	39.683139	32.418166	40.289242	40.289242	40.389241	39.506239	97.000000	8.520833	0.011300	29.748352	123.860833	45.495310	39.074219
12:00:00.000 AM 1/25/2017	SE	23.999444	38.516843	35.831717	38.445529	35.939515	90.414100	4.224796	0.000000	29.529250	27.748151	39.560720	35.928967	34.617834	31.139583	34.549000	32.997294	84.332777	0.128333	0.000000	29.366818	0.000000	37.287729	29.248400	43.999583	41.888250	44.081985	41.604115	94.311667	9.932500	0.000000	29.743795	134.784167	41.588108	41.014017
12:00:00.000 AM 1/26/2017	WNW	24.000556	34.650671	29.131088	34.479046	31.682866	88.902591	6.916725	0.000000	29.544274	43.132449	38.277390	31.864977	32.547666	27.151917	32.347667	28.507053	81.229167	3.989167	0.000000	29.364476	0.000000	36.511884	27.303144	38.361302	33.740701	38.061301	33.887228	94.000000	9.487073	0.000000	29.737025	223.742500	40.623917	38.403815
12:00:00.000 AM 1/27/2017	W	23.676309	29.167169	22.742381	28.907769	24.361929	82.048928	6.687106	0.000000	29.715977	15.691788	33.800318	24.832895	25.313511	16.964833	25.014583	20.129512	78.813178	6.089681	0.000000	29.677633	0.000000	32.622742	20.882083	29.758722	23.943243	29.494595	25.067100	83.615000	9.119167	0.000000	29.711142	59.208845	33.195681	27.334787
12:00:00.000 AM 1/28/2017	W	24.000556	26.768959	20.546408	26.574022	23.259325	86.439108	5.914158	0.000000	29.629781	10.151787	32.352378	23.340279	25.029000	17.593500	24.828999	20.431054	82.000000	3.924167	0.000000	29.581183	0.000000	32.283347	20.876289	28.327500	23.072917	28.127501	25.372366	89.939950	7.114167	0.000000	29.683726	44.870000	32.564202	25.652044
12:00:00.000 AM 1/29/2017	WNW	24.000000	25.506813	22.711290	25.328896	21.944314	86.281497	2.561363	0.000000	29.697846	35.633491	32.268034	25.031917	23.100583	18.442583	23.000584	20.865013	76.000000	0.231667	0.000000	29.659869	0.000000	32.260138	22.252434	27.791583	25.581667	27.391583	23.396780	91.000000	4.696414	0.000000	29.754363	152.566305	32.280949	29.432367
12:00:00.000 AM 1/30/2017	NW	23.999444	21.004379	16.598625	20.794353	16.125751	81.529641	3.483244	0.000000	29.832995	47.159715	32.218551	21.467299	15.960167	11.155500	15.860167	12.765683	71.485000	0.630000	0.000000	29.681285	0.000000	32.172409	14.309844	24.744537	23.889584	24.366055	20.236166	91.508757	5.898249	0.000000	29.925579	236.729167	32.254218	29.322190
12:00:00.000 AM 1/31/2017	ESE	24.000278	28.155454	24.194045	28.007379	25.793430	90.886273	4.192694	0.000000	29.595188	12.225093	32.213962	27.233815	22.486084	16.378833	22.386083	20.637559	80.303333	0.000000	0.000000	29.456512	0.000000	32.184888	22.651927	32.306333	28.751167	32.165500	30.127788	95.000000	10.089167	0.000000	29.781151	52.380317	32.240846	29.294664
12:00:00.000 AM 2/1/2017	WNW	23.999722	30.792311	26.882428	30.535477	26.632358	84.924434	4.242985	0.003130	29.915145	99.843242	32.219774	29.294484	27.969308	22.964333	27.819250	24.232287	64.975833	0.918333	0.000000	29.786725	0.000000	32.191079	29.257673	35.267417	32.115750	34.642750	29.288215	93.860000	8.668333	0.037442	30.032784	521.433333	32.249651	29.349949
12:00:00.000 AM 2/2/2017	WNW	24.000556	19.443161	11.775491	19.128277	11.597183	71.400354	6.441261	0.000000	30.180554	110.567455	32.215743	27.539734	10.834333	6.923833	10.634333	5.615859	59.702500	1.760000	0.000000	30.035692	0.000000	32.169101	19.880614	27.649334	23.642667	27.449333	23.911471	85.650833	9.501667	0.000000	30.260115	493.696667	32.255901	29.324553
12:00:00.000 AM 2/3/2017	SW	23.999722	14.861415	8.905917	14.600701	7.393005	72.726802	4.887484	0.000000	30.287394	95.756668	32.038326	16.348368	7.440333	6.065138	7.340333	3.960814	55.557500	0.112500	0.000000	30.228741	0.000000	31.879733	11.363625	21.800417	11.982000	21.300333	11.336400	86.978333	11.195833	0.000000	30.375531	404.924167	32.158676	21.822728
12:00:00.000 AM 2/4/2017	NA	21.999722	20.034043	14.946075	19.626811	10.928478	68.208175	4.172867	0.000000	30.266333	115.372860	31.795485	14.754521	10.861833	5.667417	10.661833	5.812136	54.095079	0.883333	0.000000	30.026038	0.000000	31.670884	8.031846	28.020517	22.343286	27.317598	15.934203	80.599167	6.723333	0.000000	30.369988	469.515833	31.887183	22.591955
12:00:00.000 AM 2/10/2017	SW	8.091558	30.384367	25.633532	29.955510	22.952819	73.845623	5.100412	0.000000	29.728830	19.929763	31.492318	24.792580	29.911666	22.580180	29.562000	18.861475	61.000000	1.870833	0.000000	29.682466	0.000000	31.208898	21.466210	31.264917	29.758333	30.980333	26.329097	81.735833	9.954955	0.000000	29.812333	216.783784	31.672944	38.095992
12:00:00.000 AM 2/11/2017	SW	23.999722	37.472816	37.234175	37.239731	32.920311	83.891582	0.567996	0.000000	29.827267	53.383491	31.597343	36.535314	30.683750	29.942750	30.483750	26.471916	71.109167	0.001667	0.000000	29.678231	0.000000	31.046841	21.368622	46.381750	46.090333	45.892667	37.525783	93.722269	2.436667	0.000000	29.919608	253.575000	31.884728	56.240032
12:00:00.000 AM 2/12/2017	NW	24.000278	35.623464	31.096955	35.328805	30.454957	82.683717	6.836337	0.005721	29.861908	41.028545	31.917732	33.397757	32.523833	22.173667	31.747583	19.038203	57.194167	0.344167	0.000000	29.769529	0.000000	31.888233	26.571110	40.509425	36.054796	40.409426	38.399055	96.000000	15.902500	0.104262	30.065725	248.127500	31.938692	45.744396
12:00:00.000 AM 2/13/2017	NW	24.000000	33.975538	30.016620	33.244496	21.755712	61.497465	5.143805	0.000000	30.094388	138.097201	31.933517	29.368847	26.934529	21.787333	26.534529	18.468272	45.687500	0.056667	0.000000	29.916716	0.000000	31.915425	11.232114	42.871000	40.602167	41.614667	23.621301	76.935833	14.160133	0.000000	30.201331	544.707500	31.941417	61.309341
12:00:00.000 AM 2/14/2017	SW	24.000000	37.013585	33.131692	36.470385	28.239889	71.291638	5.595013	0.000000	29.665911	125.109217	31.843823	32.692536	28.760250	24.149916	28.460250	22.790203	55.057500	1.740000	0.000000	29.527712	0.000000	31.664632	15.943021	47.682999	43.276667	46.717000	32.812361	90.627500	9.512500	0.000000	29.896655	497.935833	31.922414	60.933618
12:00:00.000 AM 2/15/2017	NW	23.999722	27.155213	19.143193	26.858463	21.657217	79.578136	8.141860	0.000000	29.670230	26.092964	31.871581	22.603415	23.418682	15.470167	23.118599	16.295664	73.449167	5.981651	0.000000	29.535744	0.000000	31.574361	17.777603	32.130859	26.565221	32.030858	29.528969	90.000000	11.255833	0.000000	29.799372	93.759167	31.930776	29.160046
12:00:00.000 AM 2/16/2017	NW	24.000556	26.334651	21.657067	25.893152	17.809497	70.114183	4.177247	0.000000	29.853597	80.067405	31.531027	24.619800	22.866666	14.990083	22.566667	15.901380	59.046667	0.246038	0.000000	29.797423	0.000000	31.144611	17.596407	31.522333	30.574083	30.822333	21.274643	77.789167	7.490000	0.000000	29.906788	398.830833	31.828632	43.489868
12:00:00.000 AM 2/17/2017	SE	24.000000	35.640400	34.266472	35.179206	27.821927	73.775949	2.189152	0.000000	29.723073	128.008647	31.628146	35.079255	26.288750	25.801251	26.088750	21.947999	59.099167	0.000000	0.000000	29.631948	0.000000	31.054277	16.375921	49.276168	48.438834	48.469085	35.834547	85.000000	4.808333	0.000000	29.825356	561.915833	31.900233	71.018313
12:00:00.000 AM 2/18/2017	SW	24.000000	50.795434	49.571960	49.793927	38.953404	66.454233	3.969130	0.000000	29.622654	143.362143	32.053852	46.758609	33.644084	33.430667	33.342583	28.696496	43.277500	0.425000	0.000000	29.585544	0.000000	31.900887	21.164623	67.176167	66.541083	65.070000	44.762787	86.971643	7.585000	0.000000	29.703952	559.944167	32.362667	87.070865
12:00:00.000 AM 2/19/2017	NW	24.000000	50.888491	49.281654	49.570673	36.125632	59.383838	4.265349	0.000000	29.898223	144.361995	35.191485	46.624426	42.266084	38.473833	41.866083	32.960892	35.550833	0.000000	0.000000	29.717145	0.000000	32.207534	24.369741	63.618417	62.586500	60.473500	39.349135	79.000000	7.414167	0.000000	30.077387	569.148457	39.682760	84.616778
12:00:00.000 AM 2/20/2017	ESE	24.000000	42.839738	42.226264	42.186012	33.454906	70.210481	1.760314	0.000000	30.138464	134.141895	39.205448	38.023638	34.871084	34.867750	34.666666	29.517151	53.994167	0.000000	0.000000	30.055556	0.000000	32.880052	18.749040	55.235834	54.234750	53.649417	38.861268	83.846667	5.203333	0.000000	30.216373	506.975000	47.408835	75.405015
12:00:00.000 AM 2/21/2017	S	23.999722	46.928098	46.510977	46.746951	41.649870	81.907765	1.309105	0.000000	29.896938	57.559210	45.049845	43.878318	36.171082	35.744166	35.924020	29.968210	73.131667	0.007500	0.000000	29.836279	0.000000	39.002541	28.750335	61.018750	60.970167	60.615084	52.345912	88.962500	3.897500	0.000000	30.021351	235.235000	52.362240	66.071191
12:00:00.000 AM 2/22/2017	SSW	23.999722	53.665183	53.344565	53.862286	50.775101	90.227358	2.421795	0.000000	29.727945	53.009480	51.822135	50.220646	45.778750	45.778750	46.021333	44.154729	78.019167	0.000000	0.000000	29.611505	0.000000	46.002732	33.678703	62.122166	61.872500	62.165832	55.691480	97.000000	5.335833	0.000000	29.828490	192.570833	57.730682	67.024358
12:00:00.000 AM 2/23/2017	SSW	24.000278	55.716735	55.086984	55.254761	48.019468	77.169850	3.642346	0.000000	29.637126	143.731456	57.201533	55.185436	41.169000	40.661334	40.937250	36.400287	50.139167	0.401667	0.000000	29.553342	0.000000	53.958960	37.356665	65.574562	65.450208	63.947206	53.567935	95.826667	6.743333	0.000000	29.732824	575.033333	62.519385	89.911440
12:00:00.000 AM 2/24/2017	SSE	23.999722	50.167553	49.411314	50.331592	47.503409	90.831012	3.086821	0.025366	29.495447	69.980101	53.019028	49.049926	38.169832	37.591249	38.091833	35.788342	78.689167	0.017500	0.000000	29.345185	0.000000	46.699345	35.864507	66.401999	65.876250	67.288833	59.740383	97.749167	8.021667	0.413858	29.723146	487.698333	58.119519	78.880232
12:00:00.000 AM 2/25/2017	W	24.000556	31.893422	25.030030	31.575489	25.496794	77.093037	8.193888	0.000000	29.605280	57.555201	42.704992	28.381681	22.468833	13.711667	22.166583	13.628347	67.918333	2.903333	0.000000	29.409589	0.000000	33.300228	16.920378	47.591326	43.351543	47.733778	44.395969	88.613845	11.052500	0.000000	29.918723	267.642500	56.273680	43.887862
12:00:00.000 AM 2/26/2017	SSW	24.000000	30.942929	25.682741	30.363610	21.272069	68.280320	6.347646	0.000000	29.995244	157.183429	32.557312	28.401487	20.752583	15.963886	20.552583	16.023637	51.591667	0.464167	0.000000	29.935251	0.000000	32.163619	6.087902	40.218583	34.100833	39.146083	25.317964	86.063333	10.292500	0.000000	30.057946	551.175980	33.126933	55.841928
12:00:00.000 AM 2/27/2017	SSE	24.000000	39.872803	38.404068	39.305551	30.467816	69.692107	2.700375	0.000000	30.117852	159.718335	35.495356	37.130502	28.853250	28.036114	28.553250	23.511074	53.200167	0.050042	0.000000	30.034203	0.000000	32.224834	14.218639	50.535530	48.764971	49.405755	36.319431	87.120000	6.012500	0.000000	30.177745	592.779167	39.744360	76.266374
12:00:00.000 AM 2/28/2017	SE	24.000000	45.287085	43.298361	45.465745	44.096111	95.549486	4.510140	0.048443	29.848006	25.629428	42.432243	42.389081	36.353917	35.004750	36.353917	34.792931	89.617181	0.036667	0.000000	29.500463	0.000000	36.872123	28.605721	55.451000	53.908833	55.751000	54.614087	97.400833	7.965833	0.800925	30.124179	93.144167	52.001536	52.936753
12:00:00.000 AM 3/1/2017	SW	24.000000	45.065848	40.784858	45.178621	42.168239	89.585518	7.848724	0.031527	29.416273	34.217885	50.247705	41.989525	24.721833	14.956250	24.473083	20.254019	77.494167	1.920000	0.000000	29.265794	0.000000	39.641592	20.258118	53.903500	52.535279	54.072750	52.367049	97.000000	13.464167	0.338283	29.731076	150.438333	53.524737	55.123571
12:00:00.000 AM 3/2/2017	NW	23.999444	26.430530	19.141993	26.035798	18.888635	73.157805	7.147908	0.000000	30.062261	93.663587	33.860635	23.292555	23.605505	14.822000	23.305505	14.422817	64.240000	4.240200	0.000000	29.780127	0.000000	32.574892	13.140631	29.607083	23.458167	29.048417	21.931457	87.121768	10.164167	0.000000	30.225377	516.828190	38.356178	36.510789
12:00:00.000 AM 3/3/2017	NW	24.000278	22.246791	15.259717	21.800458	11.709926	64.377101	6.108279	0.000000	30.397621	120.529171	32.024120	17.216393	18.967833	9.902333	18.567833	8.766294	49.033361	2.403333	0.000000	30.223668	0.000000	31.724147	6.559751	27.347957	19.392250	26.599500	17.592197	84.423333	9.695000	0.000000	30.553058	502.338616	32.439243	44.481515
12:00:00.000 AM 3/4/2017	SE	23.999722	22.156117	19.481625	21.697270	11.983268	65.749609	2.489182	0.000000	30.599502	178.044209	31.558361	17.707122	12.596000	12.596000	12.396000	7.791819	45.525000	0.000000	0.000000	30.558186	0.000000	30.807103	-12.330830	31.632833	27.925750	30.733833	15.862577	80.899167	6.426667	0.000000	30.664372	624.891576	31.874225	58.714742
12:00:00.000 AM 3/5/2017	ESE	24.000000	31.173374	27.316576	30.667012	22.649902	70.970550	4.552665	0.000000	30.364111	153.813023	31.589069	31.705947	20.977333	17.912750	20.777333	15.585570	60.962500	0.260833	0.000000	30.146195	0.000000	31.079674	9.364240	38.636249	37.412417	37.837750	29.534905	81.057548	9.698333	0.000000	30.566880	593.519600	31.902919	60.103588
